id	de	level	ko	model
sabbe5952ea	Hast du schon meine neue Adresse?	a1	내 새 주소 벌써 알고 있어?	claude-opus-5[1m]
s9e12b6436f	Alles Gute!	a1	잘 지내세요!	claude-opus-5[1m]
s8c7d7e2249	Das ist alles.	a1	그게 전부예요.	claude-opus-5[1m]
s0d5c0db574	Sind alle da?	a1	다 왔나요?	claude-opus-5[1m]
s5fec3fc282	Alle Freunde kommen.	a1	친구들이 모두 와요.	claude-opus-5[1m]
sa9548c280a	Hast du alles?	a1	다 챙겼어?	claude-opus-5[1m]
s276f77008c	Ich wünsche dir alles Gute!	a1	모든 게 잘되길 바랄게.	claude-opus-5[1m]
s173173ebc0	Möchten Sie noch etwas? - Nein, danke. Das ist alles.	a1	더 필요하신 거 있으세요? - 아니요, 괜찮아요. 그게 전부예요.	claude-opus-5[1m]
s0f097bd9b4	Sind alle da? - Nein, Rita fehlt noch.	a1	다 왔나요? - 아니요, 리타가 아직 안 왔어요.	claude-opus-5[1m]
sac9768f0be	Sind alle Kinder da?	a1	아이들이 다 왔나요?	claude-opus-5[1m]
sf8f217e1e6	Sonst noch (et)was? – Nein, danke. Das ist alles.	a1	더 필요한 거 있으세요? – 아니요, 괜찮아요. 그게 전부예요.	claude-opus-5[1m]
s373b3c16a0	Er kommt allein.	a1	그는 혼자 와요.	claude-opus-5[1m]
sb96eabcb36	Kommt seine Freundin mit? - Nein, er kommt allein.	a1	여자친구도 같이 오나요? - 아니요, 그는 혼자 와요.	claude-opus-5[1m]
secad3bf327	Soll ich Ihnen/dir helfen? - Nein danke, ich schaffe das schon allein.	a1	도와드릴까요? - 아니요, 괜찮아요. 혼자 할 수 있어요.	claude-opus-5[1m]
se9a8e3b836	Ich gehe nicht gern allein spazieren.	a1	저는 혼자 산책하는 걸 좋아하지 않아요.	claude-opus-5[1m]
sef854aba73	Soll ich Ihnen helfen? – Danke, ich schaffe es schon allein.	a1	도와드릴까요? – 고맙지만 혼자 할 수 있어요.	claude-opus-5[1m]
s58616806d0	Es war sehr teuer. Allein das Essen hat schon über 50 Euro gekostet.	a1	아주 비쌌어요. 식사만 해도 벌써 50유로가 넘었어요.	claude-opus-5[1m]
sbc754db4c7	Also, es ist so: …	a1	그러니까, 이런 거예요: …	claude-opus-5[1m]
sb640c3a5d7	Er hat Zeit, also muss er uns helfen.	a1	그는 시간이 있으니까 우리를 도와야 해요.	claude-opus-5[1m]
sb7c607e7d8	Also, die Sache ist so: …	a1	그러니까, 사정은 이래요: …	claude-opus-5[1m]
s904e9dfb26	Ein Onkel von mir ist ein bekannter Politiker.	a1	제 삼촌 중 한 분은 유명한 정치인이에요.	claude-opus-5[1m]
s6f2b8a30eb	Dieses Lied ist sehr bekannt.	a1	이 노래는 아주 유명해요.	claude-opus-5[1m]
sdaa3588c26	Ich nehme das da.	a1	저는 저기 저걸로 할게요.	claude-opus-5[1m]
sa64f8239f4	Hier ist der Brief, den du suchst.	a1	여기 네가 찾는 편지가 있어.	claude-opus-5[1m]
s982af0a014	Die Fahrkarte bekommst du am Bahnhof.	a1	차표는 역에서 살 수 있어.	claude-opus-5[1m]
s9846cfefdb	Ich schreibe einen Blog über Mode.	a1	저는 패션에 관한 블로그를 써요.	claude-opus-5[1m]
s3650a8b6a6	Mein Sohn liest immer nur Comics.	a1	제 아들은 늘 만화책만 읽어요.	claude-opus-5[1m]
sa763710c44	Viele Jugendliche hören den ganzen Tag Musik.	a1	많은 청소년들이 하루 종일 음악을 들어요.	claude-opus-5[1m]
s02c12585fc	Der Eintritt für Kinder und Jugendliche bis 16 Jahre ist frei.	a1	16세까지 어린이와 청소년은 입장이 무료예요.	claude-opus-5[1m]
s3666af5334	Ich brauche einen neuen Laptop.	a1	저는 새 노트북이 필요해요.	claude-opus-5[1m]
s6f9e26cb9c	Haben Sie meinen Brief bekommen?	a1	제 편지 받으셨어요?	claude-opus-5[1m]
s504d58f2c6	Was bekommen Sie?	a1	무엇을 드릴까요?	claude-opus-5[1m]
s12a4a383c5	Dieses Medikament bekommen Sie in der Apotheke.	a1	이 약은 약국에서 사실 수 있어요.	claude-opus-5[1m]
seea1554973	Aspirin bekommen Sie in der Apotheke.	a1	아스피린은 약국에서 사실 수 있어요.	claude-opus-5[1m]
s7a31780874	hat bekommen	a1	받았다	claude-opus-5[1m]
s935c85b176	Ich bekomme jeden Tag eine Spritze.	a1	저는 매일 주사를 맞아요.	claude-opus-5[1m]
s7387513a9a	Was bekommen Sie? – 5 kg Kartoffeln.	a1	무엇을 드릴까요? – 감자 5kg요.	claude-opus-5[1m]
sea1787ba37	Wir haben Besuch bekommen.	a1	우리는 손님이 왔어요.	claude-opus-5[1m]
s36ce243676	Laut Wetterbericht bekommen wir Regen.	a1	일기예보에 따르면 비가 올 거예요.	claude-opus-5[1m]
s04dc1db98b	Plötzlich bekam ich starke Kopfschmerzen.	a1	갑자기 심한 두통이 왔어요.	claude-opus-5[1m]
s840189ea55	Die Aufzüge bitte nicht benutzen!	a1	엘리베이터를 사용하지 마세요!	claude-opus-5[1m]
se689a0f3c7	benutzt	a1	사용한다	claude-opus-5[1m]
s51d085f4c2	hat benutzt	a1	사용했다	claude-opus-5[1m]
sc1378af85e	Benutzen Sie bitte die öffentlichen Verkehrsmittel.	a1	대중교통을 이용해 주세요.	claude-opus-5[1m]
s46e6b8fdc3	Was sind Sie von Beruf?	a1	직업이 무엇인가요?	claude-opus-5[1m]
s271645cc86	Was ist Ihr Beruf?	a1	당신의 직업은 무엇인가요?	claude-opus-5[1m]
s24558e78ca	Was bist du von Beruf?	a1	너는 직업이 뭐야?	claude-opus-5[1m]
s56e5e6965c	Die Nummer ist immer besetzt.	a1	그 번호는 늘 통화 중이에요.	claude-opus-5[1m]
s52a88d3443	Der Platz ist besetzt.	a1	그 자리는 사람이 있어요.	claude-opus-5[1m]
s9866dba84c	Ist dieser Platz frei? - Nein, er ist besetzt.	a1	이 자리 비었나요? - 아니요, 자리 있어요.	claude-opus-5[1m]
s3f6b5a0a29	Ich möchte gern den Dom besichtigen.	a1	저는 대성당을 구경하고 싶어요.	claude-opus-5[1m]
sba140a2651	Ich möchte gern das Schloss besichtigen.	a1	저는 그 성을 구경하고 싶어요.	claude-opus-5[1m]
sc23e42dd41	hat besichtigt	a1	구경했다	claude-opus-5[1m]
sc30daf2a61	Im Urlaub haben wir Schloss Schönbrunn besichtigt.	a1	휴가 때 우리는 쇤브룬 궁전을 구경했어요.	claude-opus-5[1m]
s458511fb4e	Es geht mir schon besser.	a1	저는 벌써 좀 나아졌어요.	claude-opus-5[1m]
sf801c1097b	Am besten treffen wir uns morgen.	a1	내일 만나는 게 가장 좋겠어요.	claude-opus-5[1m]
s38eb4d1760	Wir möchten bestellen, bitte.	a1	주문할게요.	claude-opus-5[1m]
s9eb2a5dfed	Dieses Buch haben wir nicht – sollen wir es für Sie bestellen?	a1	이 책은 저희에게 없어요 – 주문해 드릴까요?	claude-opus-5[1m]
s329a69f0ff	Wir möchten bitte bestellen.	a1	저희 주문할게요.	claude-opus-5[1m]
s81afaacd30	Dieses Buch haben wir nicht da. Sollen wir es für Sie bestellen?	a1	이 책은 지금 없어요. 주문해 드릴까요?	claude-opus-5[1m]
s8553b34b87	hat bestellt	a1	주문했다	claude-opus-5[1m]
s6466b66720	Wir haben Pizza bestellt.	a1	우리는 피자를 주문했어요.	claude-opus-5[1m]
s46a67b1eee	Ich bin für 16 Uhr zum Vorstellungsgespräch bestellt.	a1	저는 16시에 면접이 잡혀 있어요.	claude-opus-5[1m]
s26e4b3eacf	Ich soll Ihnen Grüße von Frau Meier bestellen.	a1	마이어 씨가 안부 전해 달라고 하셨어요.	claude-opus-5[1m]
sed62e31625	Darf ich dich besuchen?	a1	너를 방문해도 될까?	claude-opus-5[1m]
s62e1274634	Darf ich dich mal besuchen?	a1	언제 한번 너를 찾아가도 될까?	claude-opus-5[1m]
s5d2db88e3a	Möchtest du mich in den Ferien besuchen?	a1	방학 때 나를 보러 올래?	claude-opus-5[1m]
s01cb3bc8cc	hat besucht	a1	방문했다	claude-opus-5[1m]
s8ef21ae24c	Besuchen Sie uns doch mal.	a1	언제 한번 저희를 방문해 주세요.	claude-opus-5[1m]
sd663d48148	Sie müssen noch einen Kurs besuchen.	a1	아직 강좌를 하나 더 들으셔야 해요.	claude-opus-5[1m]
sbc43e7d493	Wir brauchen noch ein Kinderbett.	a1	우리는 아기 침대가 하나 더 필요해요.	claude-opus-5[1m]
s58d6e1b49b	Sie ist krank und muss heute im Bett bleiben.	a1	그녀는 아파서 오늘 침대에 누워 있어야 해요.	claude-opus-5[1m]
s6735191103	Wir wollten uns neue Betten kaufen.	a1	우리는 새 침대를 사려고 했어요.	claude-opus-5[1m]
s63b4a81564	Solange Sie Fieber haben, müssen Sie im Bett bleiben.	a1	열이 있는 동안은 침대에 누워 계셔야 해요.	claude-opus-5[1m]
s2ad9e0b40d	Wo muss ich bezahlen?	a1	어디서 계산해야 하나요?	claude-opus-5[1m]
s6cdec3a4b5	Wo kann ich bezahlen?	a1	어디서 계산할 수 있나요?	claude-opus-5[1m]
s83dce2579e	hat bezahlt	a1	지불했다	claude-opus-5[1m]
s992b30cc70	Hast du die Rechnung schon bezahlt?	a1	너 계산서 벌써 냈어?	claude-opus-5[1m]
se1896cecd8	Noch ein Bier bitte.	a1	맥주 한 잔 더 주세요.	claude-opus-5[1m]
s2514f28de8	Noch ein Bier, bitte.	a1	맥주 한 잔 더 주세요.	claude-opus-5[1m]
sa1cabe0cbc	macht aus	a1	끕니다	claude-opus-5[1m]
s01949ed906	hat ausgemacht	a1	껐습니다	claude-opus-5[1m]
s90151f80f7	Sie müssen leider warten. – Kein Problem. Das macht mir nichts aus.	a1	죄송하지만 기다리셔야 해요. – 괜찮아요. 저는 상관없어요.	claude-opus-5[1m]
s07f9717332	Machen Sie bitte das Licht aus!	a1	불 좀 꺼 주세요!	claude-opus-5[1m]
sfb04a81ac6	Wir hatten doch ausgemacht, dass du die Getränke besorgst.	a1	네가 음료를 사 오기로 약속했잖아.	claude-opus-5[1m]
sdf6bd569a2	Haben Sie einen Termin ausgemacht?	a1	예약을 하셨나요?	claude-opus-5[1m]
s055a7ac247	Ist die Aussage richtig oder falsch?	a1	이 진술은 맞나요, 틀리나요?	claude-opus-5[1m]
s756eb72e48	Das sieht schön aus.	a1	그건 예뻐 보여요.	claude-opus-5[1m]
s91c92f7998	Wie sieht er aus? - Groß und blond.	a1	그는 어떻게 생겼어요? - 키가 크고 금발이에요.	claude-opus-5[1m]
s8807f3cb24	Sie sieht wie ihre Mutter aus.	a1	그녀는 어머니를 닮았어요.	claude-opus-5[1m]
scb142c838a	hat ausgesehen	a1	보였습니다	claude-opus-5[1m]
sc9236d729d	Sie sehen wieder besser aus. Sind Sie wieder gesund?	a1	다시 좋아 보이시네요. 이제 건강해지셨어요?	claude-opus-5[1m]
s538def6560	Er sieht genauso aus wie sein Vater.	a1	그는 아버지와 똑같이 생겼어요.	claude-opus-5[1m]
s7de40a6499	Es sieht so aus, als ob es bald regnen würde.	a1	곧 비가 올 것처럼 보여요.	claude-opus-5[1m]
s4ff3bbf78a	Das Licht ist aus.	a1	불이 꺼져 있어요.	claude-opus-5[1m]
sc18ce203da	Die Schule ist aus.	a1	학교가 끝났어요.	claude-opus-5[1m]
s3001d7e545	Wo muss ich aussteigen?	a1	저는 어디서 내려야 하나요?	claude-opus-5[1m]
s428551313c	Wo müssen wir aussteigen? – An der nächsten Haltestelle.	a1	우리는 어디서 내려야 하나요? – 다음 정류장에서요.	claude-opus-5[1m]
sdc0d68018f	steigt aus	a1	내립니다	claude-opus-5[1m]
s028821e63f	ist ausgestiegen	a1	내렸습니다	claude-opus-5[1m]
s8f33e65f13	Hier ist mein Ausweis.	a1	여기 제 신분증이요.	claude-opus-5[1m]
saa5006b8ab	Darf ich bitte mal Ihren Ausweis sehen? – Hier ist mein Ausweis.	a1	신분증 좀 볼 수 있을까요? - 여기 제 신분증이요.	claude-opus-5[1m]
sc1a5d7ecd0	Darf ich mal Ihren Ausweis sehen?	a1	신분증 좀 볼 수 있을까요?	claude-opus-5[1m]
s124a0bf121	Zieh die Schuhe aus, bitte!	a1	신발 좀 벗어!	claude-opus-5[1m]
sdc264e0f4d	Willst du den Mantel nicht ausziehen?	a1	코트 안 벗을래?	claude-opus-5[1m]
s88d292d5d3	Müllers sind schon vor vier Wochen ausgezogen.	a1	뮐러네는 벌써 4주 전에 이사 나갔어요.	claude-opus-5[1m]
s274e29bb82	Er kommt mit dem Auto.	a1	그는 차로 와요.	claude-opus-5[1m]
sdcd4300dbf	Er fährt mit dem Auto.	a1	그는 차로 가요.	claude-opus-5[1m]
s6261615eed	Mario fährt mit dem Auto zur Arbeit.	a1	마리오는 차로 출근해요.	claude-opus-5[1m]
s0d9524a0e4	Wo geht‘s hier bitte zur Autobahn?	a1	실례지만 여기서 고속도로로 어떻게 가나요?	claude-opus-5[1m]
sb76f1b7ff1	Darf ich mit dem Motorroller auf der Autobahn fahren?	a1	스쿠터로 고속도로를 달려도 되나요?	claude-opus-5[1m]
scb9799768a	Das Dorf liegt direkt an der Autobahn.	a1	그 마을은 고속도로 바로 옆에 있어요.	claude-opus-5[1m]
sf2a3457584	Die Fahrkarten gibt es nur am Automaten.	a1	승차권은 자동판매기에서만 살 수 있어요.	claude-opus-5[1m]
s130b92343d	Fahrkarten gibt es nur am Automaten.	a1	승차권은 자동판매기에서만 살 수 있어요.	claude-opus-5[1m]
s143e401e25	In Berlin ist der Fahrkartenautomat auf dem Bahnsteig.	a1	베를린에서는 승차권 판매기가 승강장에 있어요.	claude-opus-5[1m]
s127c988248	Zigaretten bekommst du am Automaten.	a1	담배는 자동판매기에서 살 수 있어.	claude-opus-5[1m]
sb5ec72b1c7	Der Fahrkartenautomat ist auf dem Bahnsteig.	a1	승차권 판매기는 승강장에 있어요.	claude-opus-5[1m]
s4e399faabb	Du musst nichts machen. Das geht automatisch.	a1	넌 아무것도 안 해도 돼. 그건 자동으로 돼.	claude-opus-5[1m]
s6c502a4f17	Achtung, die Türen schließen automatisch!	a1	주의하세요, 문이 자동으로 닫힙니다!	claude-opus-5[1m]
sc1412e4137	Die Tür schließt automatisch.	a1	문은 자동으로 닫혀요.	claude-opus-5[1m]
s7991ec96d3	Das Zeugnis bekommen Sie automatisch zugeschickt.	a1	성적표는 자동으로 우편 발송됩니다.	claude-opus-5[1m]
se83e5f986e	Mein Kind ist noch ein Baby.	a1	제 아이는 아직 아기예요.	claude-opus-5[1m]
s6bf33fd060	Wir haben ein Baby. Es ist sechs Wochen alt.	a1	우리는 아기가 있어요. 태어난 지 6주 됐어요.	claude-opus-5[1m]
s98154542e8	Ich geh mal schnell zur Bäckerei.	a1	저 빵집에 잠깐 다녀올게요.	claude-opus-5[1m]
s0fa57391ff	Wir kaufen unser Brot immer in der Bäckerei am Markt.	a1	우리는 빵을 항상 시장에 있는 빵집에서 사요.	claude-opus-5[1m]
s98302e1a87	Wir haben kein großes Bad.	a1	우리 집은 욕실이 크지 않아요.	claude-opus-5[1m]
s8880a3d8d9	Das Haus ist sehr alt. Es hat kein Bad.	a1	그 집은 아주 낡았어요. 욕실이 없어요.	claude-opus-5[1m]
s25eff8d685	Im Winter nehme ich gern ein warmes Bad.	a1	겨울에는 따뜻한 목욕을 즐겨 해요.	claude-opus-5[1m]
s6498adad78	Nach einem warmen Bad fühlt man sich gleich viel besser.	a1	따뜻하게 목욕하고 나면 곧바로 훨씬 기분이 좋아져요.	claude-opus-5[1m]
sedb92c6abe	Ich möchte ein Zimmer mit Bad.	a1	욕실이 있는 방으로 주세요.	claude-opus-5[1m]
s7027c1c518	Ich bade nicht so gern, ich dusche lieber.	a1	저는 목욕을 별로 안 좋아하고 샤워를 더 좋아해요.	claude-opus-5[1m]
s8820378bc3	hat gebadet	a1	목욕했습니다	claude-opus-5[1m]
s09442d61f6	Wenn du baden möchtest: Das Badezimmer ist dort hinten links.	a1	목욕하고 싶으면, 욕실은 저기 뒤쪽 왼편에 있어.	claude-opus-5[1m]
s063e1e8ec7	Hier ist Baden verboten!	a1	여기서 수영 금지!	claude-opus-5[1m]
sdedefb0c17	Wir fahren lieber mit der Bahn.	a1	우리는 기차로 가는 게 더 좋아요.	claude-opus-5[1m]
sef632ac527	Ich nehme die nächste Bahn.	a1	저는 다음 기차를 탈게요.	claude-opus-5[1m]
sd62076988f	Wir fahren lieber mit der Bahn als mit dem Bus.	a1	우리는 버스보다 기차로 가는 게 더 좋아요.	claude-opus-5[1m]
se375f6c9e4	Ich nehme die nächste S-Bahn.	a1	저는 다음 S반을 탈게요.	claude-opus-5[1m]
s1be66855b9	Ich komme mit der Bahn.	a1	저는 기차로 갈게요.	claude-opus-5[1m]
s9c6d14e22f	Komme ich hier zum Bahnhof?	a1	이쪽으로 가면 기차역이 나오나요?	claude-opus-5[1m]
s4b676dde28	Entschuldigung, komme ich hier zum Bahnhof?	a1	실례합니다, 여기서 역으로 갈 수 있나요?	claude-opus-5[1m]
s5bb6da167b	Ich bringe Sie zum Bahnhof.	a1	제가 역까지 모셔다 드릴게요.	claude-opus-5[1m]
sd5e9df53b8	Auf welchem Bahnsteig fährt der Zug?	a1	기차는 몇 번 승강장에서 출발해요?	claude-opus-5[1m]
s52a3614422	Auf Hauptbahnhöfen gibt es meist viele Bahnsteige.	a1	중앙역에는 보통 승강장이 많아요.	claude-opus-5[1m]
s6f93363119	Ich komme bald.	a1	곧 갈게요.	claude-opus-5[1m]
s58201fd88a	Auf Wiedersehen! Bis bald!	a1	안녕히 가세요! 곧 또 봐요!	claude-opus-5[1m]
sdc80271823	Besuchen Sie uns doch bald mal.	a1	곧 저희를 한번 방문해 주세요.	claude-opus-5[1m]
s25f0b2f62a	Geben Sie mir bitte so bald wie möglich Bescheid.	a1	가능한 한 빨리 알려 주세요.	claude-opus-5[1m]
s27a17e582d	Auf Wiedersehen, bis bald!	a1	안녕히 가세요, 곧 봐요!	claude-opus-5[1m]
s4d484b8cf1	Die Wohnung hat auch einen kleinen Balkon.	a1	그 집에는 작은 발코니도 있어요.	claude-opus-5[1m]
s268aaf0fb7	Drei Bananen, bitte!	a1	바나나 세 개 주세요!	claude-opus-5[1m]
s014af09c60	1 Kilo Bananen, bitte.	a1	바나나 1킬로 주세요.	claude-opus-5[1m]
s78122d7637	Die Bank schließt schon um vier Uhr.	a1	은행은 벌써 네 시에 문을 닫아요.	claude-opus-5[1m]
s25eda3050e	Er sitzt im Park auf einer Bank und liest.	a1	그는 공원 벤치에 앉아서 책을 읽어요.	claude-opus-5[1m]
s46b9f83ada	Bei welcher Bank haben Sie Ihr Konto?	a1	어느 은행에 계좌가 있으세요?	claude-opus-5[1m]
sc3aec66246	Kommt, wir setzen uns auf diese Bank.	a1	자, 우리 이 벤치에 앉아요.	claude-opus-5[1m]
s387d83d4db	Kommt, wir setzen uns auf die Bank da vorne.	a1	자, 우리 저 앞 벤치에 앉아요.	claude-opus-5[1m]
sd203808951	Muss ich bar zahlen oder geht‘s auch mit Karte?	a1	현금으로 내야 하나요, 아니면 카드도 되나요?	claude-opus-5[1m]
sae3166ea01	Seit gestern tut mir der Bauch weh.	a1	어제부터 배가 아파요.	claude-opus-5[1m]
s9530b88a46	Mir tut der Bauch weh.	a1	저는 배가 아파요.	claude-opus-5[1m]
s97e85215e3	Vorsicht, fahr nicht an den Baum!	a1	조심해, 나무에 부딪히지 마!	claude-opus-5[1m]
s5345026f7a	Der Baum ist über hundert Jahre alt.	a1	그 나무는 백 년이 넘었어요.	claude-opus-5[1m]
seeec62377f	Wir haben zwei Apfelbäume im Garten.	a1	우리는 정원에 사과나무가 두 그루 있어요.	claude-opus-5[1m]
safbd5e97f9	Wir haben zwei Bäume im Garten.	a1	우리는 정원에 나무가 두 그루 있어요.	claude-opus-5[1m]
se62527fe1b	Fragen Sie die Beamtin am Schalter acht!	a1	8번 창구의 직원에게 물어보세요!	claude-opus-5[1m]
s1f261db6fe	Meine Frau ist Beamtin bei der Polizei.	a1	제 아내는 경찰 공무원이에요.	claude-opus-5[1m]
seea4290029	Was bedeutet das Wort?	a1	그 단어는 무슨 뜻이에요?	claude-opus-5[1m]
s617c16a39f	bedeutet	a1	의미하다	claude-opus-5[1m]
s32292f50cc	hat bedeutet	a1	의미했다	claude-opus-5[1m]
s6f3333f180	Was bedeutet dieses Wort?	a1	이 단어는 무슨 뜻이에요?	claude-opus-5[1m]
s5a4e2037c5	Ich bin krank. Das bedeutet, dass ich heute nicht arbeiten kann.	a1	저는 아파요. 그건 오늘 일할 수 없다는 뜻이에요.	claude-opus-5[1m]
se3f158c669	Das Spiel beginnt um 15.30 Uhr.	a1	경기는 15시 30분에 시작해요.	claude-opus-5[1m]
s9564b57e6f	beginnt	a1	시작하다	claude-opus-5[1m]
se06a827473	hat begonnen	a1	시작했다	claude-opus-5[1m]
s1b78800063	In zwei Wochen beginnen die Sommerferien.	a1	2주 후에 여름 방학이 시작돼요.	claude-opus-5[1m]
s5adb2f3cf1	Offenbach liegt bei Frankfurt.	a1	오펜바흐는 프랑크푸르트 근처에 있어요.	claude-opus-5[1m]
sacb8f5614f	Ich wohne bei meinen Eltern.	a1	저는 부모님과 함께 살아요.	claude-opus-5[1m]
s162d88b6f3	Bei uns regnet es heute.	a1	저희 쪽은 오늘 비가 와요.	claude-opus-5[1m]
scd8b5f3059	Er arbeitet bei der Polizei.	a1	그는 경찰에서 일해요.	claude-opus-5[1m]
s8edd28c74d	Bei uns ist das anders als hier.	a1	저희 쪽은 여기와 달라요.	claude-opus-5[1m]
s7a36e50462	Er arbeitet bei Siemens.	a1	그는 지멘스에서 일해요.	claude-opus-5[1m]
s2845ff5bef	Ich möchte euch nicht beim Essen stören.	a1	식사하는데 방해하고 싶지 않아요.	claude-opus-5[1m]
s9b5ed91fc6	Potsdam liegt bei Berlin.	a1	포츠담은 베를린 근처에 있어요.	claude-opus-5[1m]
sc51ffe1913	Bei uns ist das anders als bei euch. Wir essen kein Fleisch.	a1	저희 쪽은 너희와 달라요. 저희는 고기를 안 먹어요.	claude-opus-5[1m]
